XAxis,YAxis,ZAxis,CH1_DUAL_TJ,CH1_DUAL_RJ,CH1_DUAL_DJ,CH1_DUAL_RXPASSACCU,CH1_DUAL_EyeHeight,CH1_DUAL_GainSet,CH2_DUAL_TJ,CH2_DUAL_RJ,CH2_DUAL_DJ,CH2_DUAL_RXPASSACCU,CH2_DUAL_EyeHeight,CH2_DUAL_GainSet,
-2.50(8.80),-2.50(3.73),0.00(1.98),45.29,2.44,10.91,PASS,0x1a,0x7f,
