XAxis,YAxis,ZAxis,CH1_DUAL_TJ,CH1_DUAL_RJ,CH1_DUAL_DJ,CH1_DUAL_RXPASSACCU,CH1_DUAL_EyeHeight,CH1_DUAL_GainSet,CH2_DUAL_TJ,CH2_DUAL_RJ,CH2_DUAL_DJ,CH2_DUAL_RXPASSACCU,CH2_DUAL_EyeHeight,CH2_DUAL_GainSet,
-2.00(9.10),-2.00(4.10),-0.00(1.82),30.98,1.45,10.59,PASS,0x23,0x58,30.28,1.30,11.92,PASS,0x24,0x6b,
-2.00(9.10),-2.00(4.10),0.60(2.42),
